keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
обрезка березы,807,56,56,3,arboristik.ru;lesoruby.com;spilservis.ru,1,not_planned,,,5,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False
заделка швов,20868,56,56,2,formula-v.ru;promalper.ru,0,not_planned,,,28,/uslugi/germetizatsiya-i-gidroizolyatsiya/germetizatsiya-mezhpanelnykh-shvov,НЧ,общий,,False
арбористика это,364,56,56,5,arbogarden.ru;lesoruby.com;rusarbo.ru;treeworkers.ru;udalenie-dereviev.moscow,1,not_planned,,,8,/stati/arboristika,НЧ,общий,arboristika,False
кпо юг,295,55,55,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,17,/blog/kpo,НЧ,общий,,False
ст 1 фз 89,818,55,19,2,gsvm.ru;musor.moscow,0,not_planned,,,43,/wp-content/uploads/2019/07/89-fz.pdf,НЧ,общий,,False
талоны на вывоз снега,406,55,55,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,9,/stati/utilizacija-snega,НЧ,коммерческий,vyvoz-musora;uborka-snega,True
класс отходов 1 4 класса опасности что это,66,55,55,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,13,/blog/klassy-opasnosti-othodov,НЧ,общий,vyvoz-musora,False
контейнер 20м3 для мусора,136,55,22,2,mmusor.ru;musor.moscow,0,not_planned,,,13,/arenda-kontejnera-20-m3,НЧ,общий,vyvoz-musora,False
клининговые компании москва,4102,55,54,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,22,/,НЧ,коммерческий+локальный,,False
контейнер для мусора 20м3,136,55,31,2,mmusor.ru;stroj-musor.moscow,0,not_planned,,,31,/vyvoz-musora-kontejnerom-20-m3,НЧ,общий,vyvoz-musora,False
услуги по очистке снега,2373,55,55,4,alpbond.org;formula-v.ru;liwood.ru;promalper.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,20,/services/uborka-territorii/uborka-snega-vruchnuyu,НЧ,коммерческий,uborka-snega,False
порубочный билет что это,323,55,55,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,12,/advice/zakony/oformlenie-porubochnogo-bileta,НЧ,общий,,False
вырубка деревьев в москве,288,55,55,13,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;liwood.ru;promalper.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:15,4,/services/vyrubka-derevev,НЧ,локальный,arboristika,False
порубочный билет московская область,341,55,53,4,alpbond.org;arborist.su;liwood.ru;virubka-dereva.ru,0,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:7,12,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,локальный,,False
короед чем питается,210,55,13,2,arbogarden.ru;liwood.ru,0,not_planned,,,24,/stati/obrabotka-dereva-ot-koroeda,НЧ,информационный,,False
вывоз отходов,25935,55,55,2,gsvm.ru;mmusor.ru,0,not_planned,,,17,/,НЧ,коммерческий,vyvoz-musora,False
пухто для вывоза мусора,618,54,54,2,mmusor.ru;musor.moscow,0,not_planned,,,11,/service/vyvoz-musora-bunkerom,НЧ,коммерческий,vyvoz-musora,False
кубические метры мусора перевести в тонны,1899,54,2,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,13,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
контейнер 20м3,592,54,43,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/containers/20-m3-do-12-tonn,НЧ,общий,vyvoz-musora,False
как правильно тбо или тко,148,54,10,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,21,/blog/chto-takoe-tko,НЧ,информационный,vyvoz-musora,False
клининг премиум,251,54,25,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,10,/uborka-kvartir/elitnye,НЧ,общий,,False
сколько стоит помыть подъезд,367,54,49,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,11,/uborka-pomeshhenij/podezdov,НЧ,коммерческий,,False
услуги уборки квартиры,1470,54,54,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,17,/price,НЧ,коммерческий,,False
премиум клининг,242,54,34,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,6,/uborka-kvartir/elitnye,НЧ,общий,,False
строительный контейнер для мусора,3135,54,50,2,mmusor.ru;stroj-musor.moscow,1,not_planned,,,6,/,НЧ,общий,vyvoz-musora,False
утилизация спиленных деревьев,68,54,54,5,drovosek-mo.ru;liwood.ru;mmusor.ru;spilservis.ru;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:5,7,/vyvoz-porubochnyh-ostatkov,НЧ,коммерческий,arboristika,False
спилить дерево сколько стоит,628,54,0,14,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;liwood.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,5,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False
вакансии промальп,206,54,17,2,alpbond.org;promtehalp.ru,0,not_planned,,,15,/vacancy,НЧ,общий,,False
спил деревьев цена,1111,54,54,13,alpbond.org;arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;promalper.ru;rusarbo.ru;spilservis.ru;treeworkers.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:5,4,/price,НЧ,коммерческий,arboristika,False
спиливание деревьев,2260,54,54,8,arborist.su;arboristik.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,8,/tsenyi,НЧ,коммерческий,arboristika,False
садовые работы,26666,54,53,2,drovosek-mo.ru;forest-service.ru,0,not_planned,,,23,/uslugi-sadovnika,НЧ,общий,,False
когда обрезать березу,444,54,54,2,lesoruby.com;spilservis.ru,1,not_planned,,,9,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False
механизированная уборка снега,866,54,54,2,gsvm.ru;promalper.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,17,/cleaning,НЧ,общий,uborka-snega,False
как избавиться от дерева,6309,54,54,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,17,/stati/kak-izbavitsya-ot-dereva,НЧ,информационный,arboristika,False
как спилить большое дерево возле частного дома своими руками,63,54,54,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,17,/poleznye-stati/kak-spilit-derevo-na-uchastke,НЧ,коммерческий,arboristika,False
что такое утилизация отходов,342,53,52,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,24,/blog/utilizacija-othodov,НЧ,информационный,vyvoz-musora,False
тбо мусор расшифровка,81,53,6,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,23,/blog/chto-takoe-tbo,НЧ,общий,vyvoz-musora,False
тбо расшифровка мусор,81,53,39,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,20,/stati/tbo,НЧ,общий,vyvoz-musora,False
мусор кто вывозит,3870,53,3,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,3,/blog/musor-v-mnogokvartirnom-dome,НЧ,коммерческий,vyvoz-musora,False
кто вывозит мусор,3767,53,49,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,8,/blog/musor-v-mnogokvartirnom-dome,НЧ,коммерческий,vyvoz-musora,False
тбо оплата,3834,53,14,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,19,/blog/oplata-za-vyvoz-musora,НЧ,коммерческий,vyvoz-musora,False
куда выкинуть строительный мусор,1110,53,51,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,16,/stati/kuda-vyvezti-stroitelnyj-musor,НЧ,общий,vyvoz-musora,False
переработка отходов это,2188,53,53,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,27,/blog/recikling,НЧ,общий,vyvoz-musora,False
снежный полигон,1269,53,50,3,liwood.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,8,/info/articles/kuda-vyvozyat-sneg-iz-goroda,НЧ,общий,,False
как уничтожить пень от спиленного дерева,55,53,53,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:5,14,/info/articles/udalenie-pney-s-pomoshchyu-selitry,НЧ,коммерческий,arboristika,False
выровнять участок цена московская область,67,53,53,2,arboristik.ru;liwood.ru,0,planned,коммерческий+локальный,localFALLBACK-WITHFREQ-20260425T151607Z:51,18,/vyravnivanie-uchastka,НЧ,коммерческий+локальный,,False
как выкорчевывать пни вручную,105,53,53,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:10,28,/info/articles/kak-udalit-pen-s-uchastka,НЧ,информационный,arboristika,False
когда можно обрезать березу,223,53,50,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,7,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False
сколько стоит разобрать дом,4891,53,46,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,1,not_planned,,,10,/price,НЧ,коммерческий,,False
мокрый фасад стоимость работ за м2,75,53,53,2,alpbond.org;fasadrf.ru,1,not_planned,,,10,/montazh-fasada/mokryi-fasad,НЧ,коммерческий,,False
мойка фасадов альпинистами,209,53,53,2,fasadrf.ru;promalper.ru,1,not_planned,,,9,/mojka-fasadov.html,НЧ,общий,,False
разборка домов,4591,53,53,2,snos24.ru;snosim.com,0,not_planned,,,24,/services/razbor-domov,НЧ,общий,demontazh-b2c,False
плотность отходов,5713,52,52,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,13,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
строительный мусор вес 1 м3 при разборке,61,52,52,2,musor.moscow;stroj-musor.moscow,2,not_planned,,,1,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora;demontazh-b2c,True
плотность отходы мусор от строительных и ремонтных работ,226,52,15,2,musor.moscow;stroj-musor.moscow,2,not_planned,,,4,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
оссиг инструкция,160,52,50,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/stati/jelektronnyj-talon-ossig,НЧ,информационный,,False
отходы мусор от строительных и ремонтных работ плотность,231,52,37,2,musor.moscow;stroj-musor.moscow,2,not_planned,,,3,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
уборка помещений офисных,1486,52,2,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,17,/uborka-ofisov,НЧ,общий,,False
мойка окон на высоте,448,52,52,4,alpbond.org;cleaning-moscow.ru;fasadrf.ru;promalper.ru,2,not_planned,,,7,/mojka-okon-i-lodzhij/vysotnaya,НЧ,общий,,False
чистка кровли от снега и наледи,787,52,51,7,alpbond.org;fasadrf.ru;lesovod.su;liwood.ru;moscleaning24.ru;promalper.ru;udalenie-dereviev.moscow,2,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:16,7,/uborka-snega-s-kryish.html,НЧ,общий,uborka-snega,False
работа в москве альпинистом,222,52,1,3,liwood.ru;promalper.ru;promtehalp.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:44,26,/,НЧ,локальный,,False
сколько стоит порубочный билет,388,52,42,5,arborist.su;forest-service.ru;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:7,9,/services/poluchenie-porubochnogo-bileta,НЧ,коммерческий,,False
жук короед как избавиться,426,52,9,2,arbogarden.ru;liwood.ru,1,not_planned,,,8,/stati/obrabotka-dereva-ot-koroeda,НЧ,информационный,,False
обрезка деревьев цена,2106,52,50,6,alpbond.org;arborist.su;arboristik.ru;drovosek-mo.ru;liwood.ru;spilservis.ru,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:6,10,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False
дробилка для веток в аренду,198,52,50,6,arbogarden.ru;arboristik.ru;lesovod.su;liwood.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,7,/uslugi/arenda-izmelchitelya-vetok,НЧ,общий,arboristika,False
работа альпинистом в москве,222,52,51,2,alpbond.org;promtehalp.ru,0,not_planned,,,19,/vacancy,НЧ,локальный,,False
расчистка территории,3186,52,52,4,arboristik.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru,0,not_planned,,,11,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False
оссиг что такое,172,51,18,3,gsvm.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,6,/stati/ossig,НЧ,информационный,,False
стоимость вывоза мусора,6409,51,51,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,3,/,НЧ,коммерческий,vyvoz-musora,False
контейнер для мусора строительный,3126,51,1,2,gsvm.ru;stroj-musor.moscow,0,not_planned,,,27,/,НЧ,общий,vyvoz-musora,False
аварийные деревья,4094,51,51,6,arbogarden.ru;arboristik.ru;lesoruby.com;liwood.ru;rusarbo.ru;udalenie-dereviev.moscow,2,not_planned,,,4,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False
кто выдает порубочный билет,284,51,42,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:7,9,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta,НЧ,общий,,False
выровнять участок цена,363,51,47,2,arboristik.ru;liwood.ru,0,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:51,15,/vyravnivanie-uchastka,НЧ,коммерческий,,False
когда можно обрезать сосну,395,51,48,3,drovosek-mo.ru;liwood.ru;udalenie-dereviev.moscow,1,not_planned,,,1,/poleznye-stati/obrezka-sosny,НЧ,коммерческий,,False
сколько стоит разобрать сарай,434,51,46,2,demontazhmsk.ru;demonti.ru,1,not_planned,,,10,/demontazh-saraya-1,НЧ,коммерческий,,False
арбористика что это такое,148,51,51,4,arbogarden.ru;lesoruby.com;rusarbo.ru;udalenie-dereviev.moscow,1,not_planned,,,7,/stati/arboristika,НЧ,общий,arboristika,False
