keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
как спилить высокое дерево на участке по частям самому аккуратно,18,18,18,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,15,/poleznye-stati/kak-spilit-derevo-na-uchastke,НЧ,коммерческий,arboristika,False,B
как называется специалист по деревьям,101,18,5,3,arbogarden.ru;treeworkers.ru;udalenie-dereviev.moscow,1,not_planned,,,4,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,информационный,arboristika,False,B
мойщики окон на высоте,284,17,17,5,alpbond.org;cleaning-moscow.ru;fasadrf.ru;formula-v.ru;promalper.ru,2,not_planned,,,7,/mojka-okon-alpinistami,НЧ,общий,,False,B
сколько стоит мусор,14672,17,16,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,0,not_planned,,,17,/,НЧ,коммерческий,vyvoz-musora,False,B
аренда дробилки,1053,17,17,5,arbogarden.ru;arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,9,/vidy-rabot/arenda-izmelchitelya-vetok,НЧ,общий,arboristika,False,B
расчистка участка цена за сотку,451,17,17,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,0,not_planned,,,13,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,,False,B
кронация деревьев,36,17,17,8,alpbond.org;arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,18,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False,B
услуги по спилу деревьев,130,17,17,9,alpbond.org;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;treeworkers.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
арбористики,2308,17,17,7,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;lesoruby.com;treeworkers.ru;udalenie-dereviev.moscow,2,not_planned,,,4,/,НЧ,общий,arboristika,False,B
предоставление порубочного билета и или разрешения на пересадку деревьев и кустарников,72,17,17,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,22,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta,НЧ,общий,arboristika,False,B
арборист это что,113,17,1,3,arbogarden.ru;arborist.su;udalenie-dereviev.moscow,1,not_planned,,,10,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,общий,arboristika,False,B
аренда садового измельчителя,444,17,16,6,arbogarden.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
можно ли обрезать березу по высоте,74,17,17,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,8,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False,B
альпинисты для мытья окон,106,17,17,3,alpbond.org;fasadrf.ru;formula-v.ru,0,not_planned,,,13,/fasadnye-raboty/moika-i-chistka/okna,НЧ,общий,,False,B
мытье окон промышленный альпинизм,81,17,16,3,alpbond.org;fasadrf.ru;formula-v.ru,0,not_planned,,,20,/fasadnye-raboty/moika-i-chistka/okna,НЧ,общий,,False,B
ремонт швов,9338,17,17,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,0,not_planned,,,12,/germetizaciya-mezhpanelnyx-shvov,НЧ,общий,,False,B
герметизация швов цена за погонный метр,28,17,17,3,alpbond.org;formula-v.ru;promalper.ru,1,not_planned,,,5,/germetizaciya-mezhpanelnyx-shvov,НЧ,коммерческий,,False,B
арборист что это,113,17,16,4,arbogarden.ru;rusarbo.ru;treeworkers.ru;udalenie-dereviev.moscow,0,not_planned,,,11,/blog/arborist,НЧ,общий,arboristika,False,B
разбор домов,63691,17,16,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,13,/razobrat-dom,НЧ,общий,,False,B
вывоз бытовых отходов из частного дома,22,16,16,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,not_planned,,,6,/service,НЧ,коммерческий,vyvoz-musora,False,B
заделка швов в панельном доме снаружи цена москва,16,16,16,4,alpbond.org;fasadrf.ru;promalper.ru;umisky.ru,0,not_planned,,,14,/germetizaciya-mezhpanelnyx-shvov,НЧ,коммерческий+локальный,,False,B
рубка дерева,23159,16,16,6,alpbond.org;arbogarden.ru;arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,5,/tsenyi,НЧ,общий,arboristika,False,B
спилить дерево на даче цена московская область,19,16,16,6,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,4,not_planned,,,5,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
выкорчевать деревья на участке цена московская область,22,16,16,3,arboristik.ru;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,6,/price,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит снести сарай,103,16,16,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,9,/demontazh-saraya-1,НЧ,коммерческий,,False,B
сколько стоит снести дом и вывезти мусор,161,16,15,3,arboristik.ru;snos24.ru;snosim.com,0,not_planned,,,15,/price,НЧ,коммерческий,vyvoz-musora,False,B
валка деревьев в екатеринбурге цена,18,16,16,5,arborist.su;arboristik.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,15,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево на даче,240,16,16,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,7,/tsenyi,НЧ,коммерческий,arboristika,False,B
вышка для обрезки деревьев,50,16,16,3,arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,3,/spil-derevev-avtovyshka,НЧ,коммерческий,arboristika,False,B
выкорчевка деревьев,514,16,16,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,1,not_planned,,,8,/korchevanie-pney,НЧ,общий,arboristika,False,B
вырубка кустарников расценка в смете,66,16,16,4,arbogarden.ru;arborist.su;arboristik.ru;virubka-dereva.ru,0,not_planned,,,21,/price/price-obrezka-kronirovanie-dereviev,НЧ,коммерческий,arboristika,False,B
обрезка тополей,650,16,16,5,arbogarden.ru;arborist.su;drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,2,/stati/kronirovanie-topolej,НЧ,коммерческий,,False,B
когда нужен порубочный билет,74,16,10,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,7,/advice/zakony/oformlenie-porubochnogo-bileta,НЧ,информационный,,False,B
взять в аренду измельчитель веток,139,16,12,3,arbogarden.ru;lesovod.su;udalenie-dereviev.moscow,1,not_planned,,,6,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
стоимость покраски фасада за 1м2,17,16,16,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,2,not_planned,,,5,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,,False,B
клининг фасада,310,16,16,3,fasadrf.ru;moscleaning24.ru;promalper.ru,1,not_planned,,,6,/vse-uslugi/uborka-fasadov,НЧ,общий,,False,B
помывка фасадов зданий,124,16,16,3,fasadrf.ru;moscleaning24.ru;promalper.ru,1,not_planned,,,6,/fasadnye-raboty/moika-i-chistka,НЧ,общий,,False,B
как рубить деревья,3753,16,16,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,20,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,информационный,arboristika,False,B
мойка окон снаружи,719,15,15,3,cleaning-moscow.ru;fasadrf.ru;promalper.ru,2,not_planned,,,7,/mojka-okon.html,НЧ,общий,,False,B
альпинисты мытье окон,408,15,14,4,alpbond.org;cleaning-moscow.ru;formula-v.ru;promalper.ru,2,not_planned,,,6,/mojka-okon.html,НЧ,общий,,False,B
27м3 контейнер,165,15,2,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,0,not_planned,,,17,/arenda-musornogo-kontejnera-27-m3,НЧ,общий,vyvoz-musora,False,B
заказать контейнер для вывоза мусора в подмосковье цена,20,15,10,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,not_planned,,,6,/service,НЧ,коммерческий+локальный,vyvoz-musora,False,B
стоимость вывоза мусора в москве,214,15,15,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,not_planned,,,7,/prices,НЧ,коммерческий+локальный,vyvoz-musora,False,B
строительный альпинизм,134,15,13,3,fasadrf.ru;formula-v.ru;promtehalp.ru,0,not_planned,,,29,/,НЧ,общий,,False,B
альпинист строительный,169,15,5,3,alpbond.org;fasadrf.ru;promtehalp.ru,1,not_planned,,,8,/,НЧ,общий,,False,B
измельчение пней,233,15,15,5,alpbond.org;arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,5,/advice/ukhod-za-uchastkom/preimushchestva-i-nedostatki-razlichnykh-metodov-drobleniya-pney,НЧ,общий,,False,B
сколько стоит снести деревянный дом,64,15,15,4,arboristik.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,17,/razobrat-dom,НЧ,коммерческий,arboristika,False,B
рубка деревьев расценка в смете,17,15,15,3,arbogarden.ru;arboristik.ru;drovosek-mo.ru,1,not_planned,,,8,/Smeta-na-vyrybky.pdf,НЧ,коммерческий,arboristika,False,B
стоимость вырубки деревьев на участке в московской области,15,15,15,10,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,5,not_planned,,,4,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
опилить деревья,1709,15,15,4,arbogarden.ru;arboristik.ru;lesoruby.com;udalenie-dereviev.moscow,1,not_planned,,,1,/tsenyi,НЧ,общий,arboristika,False,B
удаление поросли деревьев и кустарников на участке,16,15,15,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,arboristika,False,B
аварийное дерево,4092,15,15,4,arbogarden.ru;arboristik.ru;lesoruby.com;udalenie-dereviev.moscow,2,not_planned,,,2,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False,B
сколько стоит спилить дерево возле дома,24,15,15,8,alpbond.org;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru,2,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
измельчитель деревьев в аренду,69,15,15,5,arborist.su;arboristik.ru;lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
порубочные билеты это,504,15,15,4,alpbond.org;arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,17,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,общий,,False,B
обрезка садовых деревьев цена в подмосковье,15,15,15,5,arborist.su;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,2,not_planned,,,7,/,НЧ,коммерческий+локальный,arboristika,False,B
порубочный талон как получить,53,15,11,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,14,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,информационный,,False,B
когда не нужен порубочный билет,20,15,12,3,arbogarden.ru;arborist.su;virubka-dereva.ru,0,not_planned,,,20,/stati/spilit-derevo-na-svoem-uchastke,НЧ,информационный,,False,B
когда лучше спиливать деревья,88,15,15,3,arbogarden.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,3,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
опилка деревьев цена,84,15,15,6,arbogarden.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,2,/stoimost-uslug,НЧ,коммерческий,arboristika,False,B
арбористика обучение,53,15,15,4,arbogarden.ru;lesovod.su;rusarbo.ru;treeworkers.ru,1,not_planned,,,10,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False,B
могу ли я спилить дерево на своем участке,51,15,7,3,arbogarden.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,19,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
снос частного дома цена,30,15,15,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,20,/snos-dachnykh-domov,НЧ,коммерческий,demontazh-b2c,False,B
покраска фасада деревянного дома стоимость работ,19,15,15,3,alpbond.org;fasadrf.ru;promalper.ru,1,not_planned,,,4,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,arboristika,False,B
покраска крыши цена,1122,15,15,3,alpbond.org;formula-v.ru;promalper.ru,2,not_planned,,,3,/pokraska-krovli.html,НЧ,коммерческий,,False,B
установка баннеров,1206,15,15,3,alpbond.org;formula-v.ru;promalper.ru,1,not_planned,,,10,/montazh-bannerov,НЧ,общий,,False,B
сколько стоит повесить баннер,252,15,15,3,alpbond.org;formula-v.ru;promalper.ru,1,not_planned,,,7,/montazh-bannerov,НЧ,коммерческий,,False,B
сколько стоит демонтаж фундамента,78,15,15,3,demonti.ru;snos24.ru;snosim.com,1,not_planned,,,10,/demontazh-fundamenta,НЧ,коммерческий,demontazh-b2c,False,B
вывоз бытового и строительного мусора,98,14,2,3,cleaning-moscow.ru;gsvm.ru;mmusor.ru,1,not_planned,,,4,/,НЧ,коммерческий,vyvoz-musora,False,B
мойка окон альпинистами москва,146,14,14,4,alpme.ru;cleaning-moscow.ru;formula-v.ru;promalper.ru,1,not_planned,,,6,/mojka-okon-i-lodzhij/alpinistami,НЧ,локальный,,False,B
услуги промышленного альпиниста,486,14,14,3,alpbond.org;promalper.ru;promtehalp.ru,0,not_planned,,,11,/,НЧ,коммерческий,,False,B
услуги альпинистов в москве,102,14,14,4,alpbond.org;formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,12,/,НЧ,коммерческий+локальный,,False,B
спилка деревьев,268,14,14,9,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,4,not_planned,,,6,/,НЧ,коммерческий,arboristika,False,B
коммерческое предложение на спил деревьев образец,16,14,14,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
кронирования деревьев,4749,14,14,5,alpbond.org;arborist.su;arboristik.ru;drovosek-mo.ru;rusarbo.ru,0,not_planned,,,15,/obrezka-derevev-v-moskovskoi-oblasti/kronirovanie-derevev,НЧ,общий,arboristika,False,B
аренда щепорез измельчитель древесины,26,14,14,6,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
корчевание деревьев на участке цена,43,14,14,6,alpbond.org;arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru;udalenie-dereviev.moscow,2,not_planned,,,6,/price,НЧ,коммерческий,arboristika,False,B
