keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
твердые отходы это,2787,37,37,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,35,/blog/chto-takoe-tbo,НЧ,общий,vyvoz-musora,False
тн в м3,1491,37,12,1,musor.moscow,0,not_planned,,,43,/blog/ves-stroitelnogo-musora,НЧ,общий,,False
тбо тко,2769,37,17,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,27,/blog/chto-takoe-tko,НЧ,общий,vyvoz-musora,False
габариты jcb 4cx экскаватора погрузчика,53,37,17,1,musor.moscow,0,not_planned,,,24,/park-spectehniki/jekskavator-pogruzchik-jcb-4cx,НЧ,общий,,False
старый ламповый телевизор,888,37,28,1,musor.moscow,0,not_planned,,,43,/blog/utilizacija-televizorov,НЧ,общий,,False
мусорные свалки,10688,37,37,1,musor.moscow,1,not_planned,,,9,/blog/poligon-tbo,НЧ,общий,vyvoz-musora,False
классификация промышленных отходов,554,37,37,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,8,/blog/promyshlennye-othody,НЧ,общий,vyvoz-musora,False
iv класс опасности,10163,37,20,1,musor.moscow,1,not_planned,,,8,/blog/klassy-opasnosti-othodov,НЧ,общий,,False
вывоз мусора после ремонта,292,37,37,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/,НЧ,коммерческий,vyvoz-musora,False
рекультивация полигона тбо,556,37,37,1,musor.moscow,1,not_planned,,,5,/blog/rekultivacija-poligona-tbo,НЧ,общий,vyvoz-musora,False
можно ли чистить пароочистителем унитаз,57,37,3,1,cleaning-moscow.ru,0,not_planned,,,30,/pravda-pro-uborku-paroochistitelem,НЧ,общий,,False
куда выкидывать старую мебель из квартиры,113,37,37,1,cleaning-moscow.ru,0,not_planned,,,45,/vyvoz-i-utilizaciya,НЧ,общий,,False
мойка ковра,15949,37,37,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,1,/himchistka/kovrov,НЧ,общий,,False
кронирование деревьев это,697,37,37,7,alpbond.org;cleaning-moscow.ru;drovosek-mo.ru;liwood.ru;rusarbo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:18,8,/info/articles/kronirovanie-derevev-vidy-tsel-sposoby,НЧ,общий,arboristika,False
чем оттереть монтажную пену от линолеума,53,37,25,1,cleaning-moscow.ru,0,not_planned,,,39,/kak-otmyt-linoleum-posle-remonta,НЧ,информационный,,False
чем отмыть плесень со стен в комнате,40,37,37,1,cleaning-moscow.ru,0,not_planned,,,35,/4-dejstvennyh-sposoba-kak-otmyt-plesen,НЧ,информационный,,False
как отбелить эмалированную кастрюлю,364,37,36,1,cleaning-moscow.ru,0,not_planned,,,33,/kak-otchistit-emalirovannye-kastryuli,НЧ,информационный,,False
что делать если сгорела кастрюля,136,37,20,1,cleaning-moscow.ru,0,not_planned,,,36,/kak-otchistit-prigorevshuyu-kastryulyu,НЧ,общий,,False
как помыть батареи отопления,1003,37,36,1,cleaning-moscow.ru,0,not_planned,,,29,/pravila-mytya-batarej-otopleniya,НЧ,информационный,,False
чем отмыть белый пластик от желтизны в домашних условиях,51,37,31,1,cleaning-moscow.ru,0,not_planned,,,36,/5-sposobov-kak-otmyt-plastik,НЧ,информационный,,False
химчистка дивана в москве на дому,128,37,7,1,cleaning-moscow.ru,0,not_planned,,,33,/himchistka,НЧ,локальный,,False
сколько стоит чистка ковра,418,37,35,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,21,/himchistka/kovrov,НЧ,коммерческий,,False
как отмыть нагар в кастрюле,485,37,37,1,cleaning-moscow.ru,0,not_planned,,,37,/kak-otchistit-prigorevshuyu-kastryulyu,НЧ,информационный,,False
wfp мойка фасадов,107,37,30,1,cleaning-moscow.ru,0,not_planned,,,43,/mojka-okon-i-lodzhij/fasadov,НЧ,общий,,False
можно ли пароочистителем чистить унитаз,57,37,4,1,cleaning-moscow.ru,0,not_planned,,,33,/pravda-pro-uborku-paroochistitelem,НЧ,общий,,False
как мыть ламинат правильно без разводов в домашних условиях,40,37,17,1,cleaning-moscow.ru,0,not_planned,,,39,/kak-bez-razvodov-pomyt-poly-iz-laminata,НЧ,информационный,,False
что делать если кастрюля сгорела,136,37,17,1,cleaning-moscow.ru,0,not_planned,,,40,/kak-otchistit-prigorevshuyu-kastryulyu,НЧ,общий,,False
механизированная уборка территории,722,37,35,3,cleaning-moscow.ru;gsvm.ru;liwood.ru,2,not_planned,,,8,/uborka-territorii/mehanizirovannaya,НЧ,общий,uborka-snega,False
как очистить утюг от нагара на подошве в домашних,481,37,37,1,cleaning-moscow.ru,0,not_planned,,,41,/5-sovetov-kak-operativno-pochistit-utyug,НЧ,информационный,,False
уборка квартиры после ремонта цена,175,37,34,2,cleaning-moscow.ru;moscleaning24.ru,2,not_planned,,,2,/uborka-kvartir/posle-remonta,НЧ,коммерческий,,False
фото вывоз мусора,327,37,15,2,mmusor.ru;stroj-musor.moscow,0,not_planned,,,13,/photo,НЧ,коммерческий,vyvoz-musora,False
большой контейнер для мусора как называется,113,37,27,2,mmusor.ru;stroj-musor.moscow,0,not_planned,,,12,/stati/kontejnery-dlja-stroitelnogo-musora,НЧ,информационный,vyvoz-musora,False
договор на вывоз снега,425,37,37,2,stroj-musor.moscow;umisky.ru,1,not_planned,,,1,/upload/price/dogovor_vyvoz_snega.docx,НЧ,коммерческий,vyvoz-musora;uborka-snega,True
вывоз мусора стоимость на 1 человека,110,37,26,1,stroj-musor.moscow,0,not_planned,,,29,/stati/tarify-na-vyvoz-musora,НЧ,коммерческий,vyvoz-musora,False
как утилизировать,64778,37,37,1,stroj-musor.moscow,0,not_planned,,,32,/stati/utilizacija-othodov,НЧ,информационный,,False
правовые меры охраны атмосферного воздуха,145,37,37,1,stroj-musor.moscow,0,not_planned,,,43,/wp-content/uploads/2021/08/96-fz.pdf,НЧ,общий,,False
8 90 011 11 72 5 состав отхода,43,37,36,1,stroj-musor.moscow,0,not_planned,,,28,/stati/sostav-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
работа на высоте от скольки,1078,37,36,1,umisky.ru,0,not_planned,,,28,/about/docs/797,НЧ,общий,,False
какими средствами индивидуальной защиты должны быть обеспечены работники при работе на высоте,1226,37,37,1,umisky.ru,0,not_planned,,,36,/about/docs/797,НЧ,общий,,False
на всех применяемых лестницах должны быть указаны,193,37,37,1,umisky.ru,0,not_planned,,,15,/about/docs/797,НЧ,общий,,False
3 группа работы на высоте,8161,37,18,1,umisky.ru,0,not_planned,,,27,/about/docs/797,НЧ,общий,,False
на сколько ниже должна быть площадка верхнего яруса лесов от верха дымовой трубы,47,37,3,1,umisky.ru,0,not_planned,,,21,/about/docs/797,НЧ,информационный,,False
ирата,3346,37,37,1,umisky.ru,0,not_planned,,,29,/about/articles/cert_and_study,НЧ,общий,,False
кто имеет право выдавать наряд допуск на работы на высоте,367,37,33,1,umisky.ru,0,not_planned,,,14,/about/docs/797,НЧ,общий,,False
в каких случаях допускается выполнение работ на высоте при грозе или тумане исключающем видимость,364,37,37,1,umisky.ru,0,not_planned,,,24,/about/docs/797,НЧ,общий,,False
все компоненты системы безопасности должны соответствовать,73,37,37,1,umisky.ru,0,not_planned,,,21,/about/docs/797,НЧ,общий,,False
разрешено ли использование безлямочных предохранительных поясов и почему,89,37,37,1,umisky.ru,0,not_planned,,,24,/about/docs/797,НЧ,информационный,,False
расчистка участка цена,1616,37,37,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;liwood.ru;rusarbo.ru,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:19,8,/,НЧ,коммерческий,,False
когда нужно обрезать черешню,76,37,36,1,liwood.ru,1,not_planned,,,8,/info/articles/obrezka-chereshni-osenyu,НЧ,коммерческий,,False
болезнь деревьев,66147,37,37,1,liwood.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:3,30,/info/articles/bolezni-fruktovykh-derevev-i-ikh-lechenie,НЧ,общий,arboristika,False
подкормка плодовых деревьев и кустарников весной,137,37,9,1,liwood.ru,1,not_planned,,,9,/info/articles/podkormka-plodovykh-derevev,НЧ,общий,arboristika,False
дупл,126578,37,37,1,liwood.ru,0,not_planned,,,38,/info/articles/kak-zadelat-duplo-v-plodovom-dereve,НЧ,общий,,False
удобрение для огорода весной,1183,37,19,1,liwood.ru,0,not_planned,,,45,/info/articles/podkormka-plodovykh-derevev,НЧ,общий,,False
подкармливать как,122370,37,2,1,liwood.ru,0,not_planned,,,31,/info/articles/podkormka-plodovykh-derevev,НЧ,информационный,,False
брейсинг,142,37,37,6,alpbond.org;arbogarden.ru;lesoruby.com;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,1,/services/ukreplenie-derevev/breysing-derevev,НЧ,общий,,False
древесные жучки,387,37,36,1,liwood.ru,0,not_planned,,,33,/info/articles/sposoby-zashchity-ot-koroeda,НЧ,общий,,False
чем подкормить яблони и груши весной,88,37,10,1,liwood.ru,0,not_planned,,,18,/info/articles/podkormka-plodovykh-derevev,НЧ,информационный,,False
порубочные билеты,13231,37,37,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:7,6,/services/poluchenie-porubochnogo-bileta,НЧ,общий,,False
прививка деревьев за кору,590,37,33,1,liwood.ru,0,not_planned,,,24,/info/articles/osennyaya-privivka-derevev,НЧ,общий,arboristika,False
чем подкормить груши и яблони весной,88,37,5,1,liwood.ru,0,not_planned,,,21,/info/articles/podkormka-plodovykh-derevev,НЧ,информационный,,False
монтажные компании,8833,37,37,1,promtehalp.ru,0,not_planned,,,38,/,НЧ,коммерческий,,False
промальп вакансии,203,37,27,1,promtehalp.ru,0,not_planned,,,14,/vacancy,НЧ,общий,,False
услуги промышленного альпинизма,178,37,37,4,alpbond.org;fasadrf.ru;promalper.ru;promtehalp.ru,0,not_planned,,,14,/,НЧ,коммерческий,,False
монтаж зус,184,37,34,1,alpme.ru,1,not_planned,,,7,/msk/montazh/zus,НЧ,общий,,False
кабель греющий расценка в смете,623,37,6,1,alpme.ru,0,not_planned,,,46,/our-services/montazh/greyushii_kabel,НЧ,коммерческий,,False
прокладка греющего кабеля расценка в смете,91,37,37,1,alpme.ru,0,not_planned,,,46,/our-services/montazh/greyushii_kabel,НЧ,коммерческий,,False
сколько стоит куб березы,524,37,28,1,arboristik.ru,0,not_planned,,,22,/tsenyi,НЧ,коммерческий,,False
раскорчевка участка,295,37,37,3,arboristik.ru;drovosek-mo.ru;spilservis.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:73,6,/services/raschistka-uchastkov/raskorchevka-uchastka,НЧ,общий,,False
резистограф,227,37,37,1,arborist.su,0,not_planned,,,44,/services/diagnostika-i-obsledovanie-derevev/diagnostika-stvolovykh-gniley,НЧ,общий,,False
обрезка деревьев услуги,1141,37,37,3,drovosek-mo.ru;forest-service.ru;lesoruby.com,1,not_planned,,,7,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False
санитарная вырубка леса это,194,37,37,1,virubka-dereva.ru,0,not_planned,,,32,/services/udalenie-derevev/sanitarnaya-vyrubka-derevev,НЧ,общий,arboristika,False
демонтаж забора,2381,37,37,2,demontazhmsk.ru;demonti.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:31,30,/services/demontazh-zaborov,НЧ,общий,demontazh-b2c,False
демонтаж дома и вывоз мусора,287,37,37,3,demontazhmsk.ru;demonti.ru;snosim.com,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:14,16,/razobrat-dom,НЧ,коммерческий,vyvoz-musora;demontazh-b2c,True
панели краспан,572,37,26,1,fasadrf.ru,0,not_planned,,,13,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/proizvoditeli/kraspan,НЧ,общий,,False
дом покрасить,37708,37,2,1,fasadrf.ru,0,not_planned,,,45,/fasadnye-raboty/pokraska/derevo,НЧ,общий,,False
штукатурка фасада расценка в смете,553,37,36,1,fasadrf.ru,0,not_planned,,,30,/prays_list,НЧ,коммерческий,,False
