word,ws,wsk,intent,pillar,single_domain
обрезка яблони 2 х летки,40,15,other,arboristika,liwood.ru
обрезка яблони весной для начинающих в картинках пошагово молодой,40,15,other,arboristika,liwood.ru
обрезка яблонь осенью когда и как правильно обрезать,50,15,info,arboristika,liwood.ru
ответственность за нарушение правил благоустройства,321,15,other,other,arborist.su
очистка и выравнивание участка,78,15,other,uborka-territorii,arboristik.ru
порубочные билеты это,504,15,other,other,arborist.su
порубочный билет московская область как получить,47,15,local,other,arborist.su
правильно обрезать грушу,4804,15,other,other,liwood.ru
проект освоения леса,8394,15,other,other,arborist.su
производственный альпинизм,25,15,other,other,liwood.ru
работы по участку,52815,15,other,other,arboristik.ru
разрешение на спил деревьев на своем земельном участке,30,15,other,arboristika,liwood.ru
рассчитать посадку онлайн,32,15,other,other,liwood.ru
растяжка для деревьев при посадке,44,15,other,other,arboristik.ru
расчистка трассы вл от деревьев,141,15,other,uborka-territorii,liwood.ru
резистограф для диагностики деревьев купить,24,15,other,other,arborist.su
сколько стоит снести деревянный дом,64,15,pricing,other,arboristik.ru
сколько штраф за спиленное дерево,94,15,pricing,other,liwood.ru
спил деревьев объявление,253,15,other,arboristika,arboristik.ru
спил деревьев реклама,123,15,other,arboristika,arboristik.ru
ст 44 лесного кодекса,24,15,other,other,arborist.su
ст 88 лесного кодекса рф,19,15,other,other,arborist.su
стоимость вырубки деревьев на участке в московской области,15,15,local,other,liwood.ru
